EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Sarnia	Sarnia	10
2025	Q2	Jun	2025	T2	juin	British Columbia	Colombie-Britannique	Vernon	Vernon	10
2019	Q1	Jan	2019	T1	janv.	British Columbia	Colombie-Britannique	Campbell River	Campbell River	--
2019	Q1	Jan	2019	T1	janv.	Ontario	Ontario	Cobourg	Cobourg	--
2021	Q1	Jan	2021	T1	janv.	Quebec	Québec	Victoriaville	Victoriaville	--
2016	Q3	Jul	2016	T3	juil.	Quebec	Québec	Québec	Québec	5
2021	Q2	Jun	2021	T2	juin	Saskatchewan	Saskatchewan	Weyburn	Weyburn	--
2019	Q2	Apr	2019	T2	avr.	Quebec	Québec	Québec	Québec	5
2020	Q3	Aug	2020	T3	août	Ontario	Ontario	Greater Sudbury	Grand Sudbury	--
2018	Q3	Jul	2018	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	5
2019	Q2	May	2019	T2	mai	Alberta	Alberta	Lacombe	Lacombe	--
2017	Q3	Aug	2017	T3	août	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	5
2021	Q2	May	2021	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	10
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Hawkesbury (Ontario part)	Hawkesbury (partie de l'Ontario)	--
2021	Q4	Nov	2021	T4	nov.	Quebec	Québec	Victoriaville	Victoriaville	--
2024	Q1	Mar	2024	T1	mars	Nunavut	Nunavut	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	--
2022	Q2	May	2022	T2	mai	British Columbia	Colombie-Britannique	Port Alberni	Port Alberni	--
2021	Q2	Apr	2021	T2	avr.	Quebec	Québec	Baie-Comeau	Baie-Comeau	--
2016	Q4	Nov	2016	T4	nov.	Ontario	Ontario	Brantford	Brantford	--
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	Brantford	Brantford	--
2022	Q1	Feb	2022	T1	fév.	British Columbia	Colombie-Britannique	Terrace	Terrace	--
2015	Q1	Feb	2015	T1	fév.	Ontario	Ontario	Guelph	Guelph	--
2022	Q4	Oct	2022	T4	oct.	Saskatchewan	Saskatchewan	Estevan	Estevan	--
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	--
2022	Q3	Aug	2022	T3	août	Quebec	Québec	Saint-Georges	Saint-Georges	--
2021	Q2	Apr	2021	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	--
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Ladysmith	Ladysmith	--
2019	Q1	Jan	2019	T1	janv.	Alberta	Alberta	Strathmore	Strathmore	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Timmins	Timmins	--
2023	Q4	Dec	2023	T4	déc.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2024	Q1	Feb	2024	T1	fév.	Manitoba	Manitoba	Thompson	Thompson	--
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Canmore	Canmore	--
2023	Q3	Jul	2023	T3	juil.	Quebec	Québec	Thetford Mines	Thetford Mines	--
2015	Q4	Nov	2015	T4	nov.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2015	Q3	Sep	2015	T3	sept.	Alberta	Alberta	Sylvan Lake	Sylvan Lake	--
2021	Q1	Mar	2021	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	--
2023	Q1	Mar	2023	T1	mars	Quebec	Québec	Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	--
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Estevan	Estevan	--
2019	Q2	May	2019	T2	mai	Quebec	Québec	Saint-Georges	Saint-Georges	--
2021	Q2	Apr	2021	T2	avr.	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	--
2025	Q3	Jul	2025	T3	juil.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2025	Q1	Mar	2025	T1	mars	Saskatchewan	Saskatchewan	Lloydminster (Saskatchewan part)	Lloydminster (partie de la Saskatchewan)	--
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	10
2024	Q2	Apr	2024	T2	avr.	Ontario	Ontario	Timmins	Timmins	10
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Pembroke	Pembroke	--
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	150
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Toronto	Toronto	1305
2022	Q2	Apr	2022	T2	avr.	British Columbia	Colombie-Britannique	Trail	Trail	--
2025	Q3	Aug	2025	T3	août	Ontario	Ontario	Cobourg	Cobourg	5
2016	Q3	Sep	2016	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	5
2023	Q2	May	2023	T2	mai	Ontario	Ontario	Hamilton	Hamilton	410
2019	Q3	Jul	2019	T3	juil.	Ontario	Ontario	Hamilton	Hamilton	70
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	Kingston	Kingston	20
2023	Q2	Apr	2023	T2	avr.	British Columbia	Colombie-Britannique	Powell River	Powell River	5
2025	Q2	May	2025	T2	mai	Quebec	Québec	Sherbrooke	Sherbrooke	5
2025	Q4	Dec	2025	T4	déc.	Quebec	Québec	Montréal	Montréal	1065
2024	Q2	May	2024	T2	mai	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	10
2021	Q1	Mar	2021	T1	mars	Saskatchewan	Saskatchewan	Swift Current	Swift Current	5
2022	Q2	Jun	2022	T2	juin	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	--
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	Peterborough	Peterborough	15
2016	Q3	Jul	2016	T3	juil.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	15
2016	Q4	Oct	2016	T4	oct.	Ontario	Ontario	Toronto	Toronto	1245
2021	Q2	Jun	2021	T2	juin	Ontario	Ontario	Collingwood	Collingwood	5
2025	Q3	Jul	2025	T3	juil.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	1385
2023	Q2	Apr	2023	T2	avr.	Quebec	Québec	Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	--
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Campbell River	Campbell River	--
2025	Q3	Jul	2025	T3	juil.	Ontario	Ontario	Cornwall	Cornwall	10
2018	Q4	Oct	2018	T4	oct.	Manitoba	Manitoba	Thompson	Thompson	--
2025	Q4	Dec	2025	T4	déc.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	25
2023	Q4	Nov	2023	T4	nov.	Quebec	Québec	Montréal	Montréal	1615
2025	Q4	Nov	2025	T4	nov.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	10
2019	Q3	Jul	2019	T3	juil.	Ontario	Ontario	Thunder Bay	Thunder Bay	20
2023	Q1	Jan	2023	T1	janv.	Alberta	Alberta	Calgary	Calgary	380
2020	Q2	Jun	2020	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	15
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	65
2022	Q3	Aug	2022	T3	août	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	555
2025	Q4	Nov	2025	T4	nov.	British Columbia	Colombie-Britannique	Trail	Trail	20
2025	Q3	Sep	2025	T3	sept.	British Columbia	Colombie-Britannique	Prince Rupert	Prince Rupert	5
2023	Q4	Nov	2023	T4	nov.	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	80
2023	Q1	Jan	2023	T1	janv.	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	20
2015	Q1	Jan	2015	T1	janv.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	--
2019	Q2	Apr	2019	T2	avr.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	70
2017	Q3	Jul	2017	T3	juil.	Yukon	Yukon	Whitehorse	Whitehorse	5
2025	Q4	Dec	2025	T4	déc.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	130
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	--
2024	Q4	Dec	2024	T4	déc.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	5
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	Kamloops	Kamloops	20
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Orillia	Orillia	5
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Sarnia	Sarnia	5
2021	Q2	Apr	2021	T2	avr.	New Brunswick	Nouveau-Brunswick	Edmundston	Edmundston	--
2021	Q2	Apr	2021	T2	avr.	Ontario	Ontario	Thunder Bay	Thunder Bay	10
2021	Q1	Mar	2021	T1	mars	British Columbia	Colombie-Britannique	Kamloops	Kamloops	50
2019	Q2	Apr	2019	T2	avr.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	20
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	Calgary	Calgary	235
2022	Q1	Feb	2022	T1	fév.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	10
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Windsor	Windsor	550
2024	Q3	Jul	2024	T3	juil.	Ontario	Ontario	Barrie	Barrie	215
2023	Q4	Dec	2023	T4	déc.	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	20
2024	Q1	Mar	2024	T1	mars	Quebec	Québec	Other - Quebec	Autres - Québec	265
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	105
2023	Q3	Jul	2023	T3	juil.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	65
2022	Q4	Oct	2022	T4	oct.	Quebec	Québec	Joliette	Joliette	--
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	10
2022	Q3	Sep	2022	T3	sept.	British Columbia	Colombie-Britannique	Prince Rupert	Prince Rupert	5
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	Kelowna	Kelowna	105
2025	Q3	Sep	2025	T3	sept.	Saskatchewan	Saskatchewan	Regina	Regina	120
2025	Q3	Jul	2025	T3	juil.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	30
2018	Q1	Mar	2018	T1	mars	Alberta	Alberta	Calgary	Calgary	100
2016	Q4	Oct	2016	T4	oct.	Alberta	Alberta	Other - Alberta	Autres - Alberta	10
2016	Q1	Jan	2016	T1	janv.	Ontario	Ontario	Guelph	Guelph	25
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Guelph	Guelph	45
2023	Q1	Feb	2023	T1	fév.	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	--
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Sylvan Lake	Sylvan Lake	--
2023	Q2	Jun	2023	T2	juin	British Columbia	Colombie-Britannique	Duncan	Duncan	--
2022	Q4	Dec	2022	T4	déc.	Alberta	Alberta	Brooks	Brooks	--
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Canmore	Canmore	--
2016	Q2	Apr	2016	T2	avr.	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2018	Q4	Dec	2018	T4	déc.	Alberta	Alberta	Red Deer	Red Deer	--
2025	Q1	Mar	2025	T1	mars	Alberta	Alberta	Wood Buffalo	Wood Buffalo	25
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Rimouski	Rimouski	5
2021	Q3	Aug	2021	T3	août	Ontario	Ontario	Midland	Midland	--
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Collingwood	Collingwood	--
2020	Q1	Jan	2020	T1	janv.	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	5
2023	Q1	Feb	2023	T1	fév.	Yukon	Yukon	Territories (outside Census agglomeration, Yukon)	Territoires (à l'extérieur des agglomérations de recensement, Yukon)	--
2020	Q3	Sep	2020	T3	sept.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	10
2019	Q3	Jul	2019	T3	juil.	Ontario	Ontario	Collingwood	Collingwood	--
2023	Q1	Feb	2023	T1	fév.	Quebec	Québec	Matane	Matane	--
2020	Q2	May	2020	T2	mai	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2022	Q1	Mar	2022	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Corner Brook	Corner Brook	--
2023	Q2	May	2023	T2	mai	Ontario	Ontario	Collingwood	Collingwood	15
2024	Q4	Oct	2024	T4	oct.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	5
2024	Q3	Aug	2024	T3	août	Saskatchewan	Saskatchewan	North Battleford	North Battleford	--
2019	Q3	Sep	2019	T3	sept.	Ontario	Ontario	Stratford	Stratford	--
2015	Q4	Dec	2015	T4	déc.	Ontario	Ontario	Collingwood	Collingwood	--
2016	Q3	Jul	2016	T3	juil.	Quebec	Québec	Trois-Rivières	Trois-Rivières	5
2024	Q3	Aug	2024	T3	août	Ontario	Ontario	Pembroke	Pembroke	--
2018	Q3	Jul	2018	T3	juil.	British Columbia	Colombie-Britannique	Terrace	Terrace	5
2025	Q3	Jul	2025	T3	juil.	Quebec	Québec	Sherbrooke	Sherbrooke	20
2019	Q4	Dec	2019	T4	déc.	Manitoba	Manitoba	Steinbach	Steinbach	5
2015	Q3	Jul	2015	T3	juil.	Quebec	Québec	Saguenay	Saguenay	5
2022	Q1	Mar	2022	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	--
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	Quesnel	Quesnel	--
2024	Q4	Oct	2024	T4	oct.	Alberta	Alberta	Strathmore	Strathmore	--
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	Brockville	Brockville	--
2015	Q2	Jun	2015	T2	juin	British Columbia	Colombie-Britannique	Duncan	Duncan	--
2015	Q3	Aug	2015	T3	août	Quebec	Québec	Rimouski	Rimouski	--
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Powell River	Powell River	--
2025	Q1	Jan	2025	T1	janv.	Quebec	Québec	Joliette	Joliette	--
2019	Q3	Jul	2019	T3	juil.	Quebec	Québec	Baie-Comeau	Baie-Comeau	--
2015	Q3	Sep	2015	T3	sept.	British Columbia	Colombie-Britannique	Vernon	Vernon	--
2019	Q2	May	2019	T2	mai	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2017	Q4	Dec	2017	T4	déc.	Ontario	Ontario	Brantford	Brantford	--
2021	Q4	Nov	2021	T4	nov.	British Columbia	Colombie-Britannique	Parksville	Parksville	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Norfolk	Norfolk	--
2017	Q1	Mar	2017	T1	mars	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2024	Q3	Sep	2024	T3	sept.	Alberta	Alberta	Strathmore	Strathmore	--
2016	Q2	Jun	2016	T2	juin	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2019	Q2	Apr	2019	T2	avr.	Quebec	Québec	Trois-Rivières	Trois-Rivières	--
2019	Q1	Jan	2019	T1	janv.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2019	Q4	Nov	2019	T4	nov.	Saskatchewan	Saskatchewan	Weyburn	Weyburn	--
2021	Q1	Jan	2021	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	--
2015	Q3	Jul	2015	T3	juil.	British Columbia	Colombie-Britannique	Duncan	Duncan	--
2016	Q3	Jul	2016	T3	juil.	Quebec	Québec	Shawinigan	Shawinigan	--
2025	Q3	Aug	2025	T3	août	British Columbia	Colombie-Britannique	Kelowna	Kelowna	95
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Courtenay	Courtenay	10
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	Hamilton	Hamilton	120
2025	Q4	Nov	2025	T4	nov.	Quebec	Québec	Baie-Comeau	Baie-Comeau	10
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Medicine Hat	Medicine Hat	15
2019	Q4	Nov	2019	T4	nov.	Quebec	Québec	Trois-Rivières	Trois-Rivières	--
2024	Q4	Nov	2024	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	--
2020	Q3	Jul	2020	T3	juil.	Ontario	Ontario	Oshawa	Oshawa	35
2025	Q1	Feb	2025	T1	fév.	Alberta	Alberta	Lacombe	Lacombe	--
2023	Q1	Mar	2023	T1	mars	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	25
2018	Q2	Jun	2018	T2	juin	Ontario	Ontario	Oshawa	Oshawa	25
2022	Q2	May	2022	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	40
2020	Q4	Dec	2020	T4	déc.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	70
2024	Q1	Mar	2024	T1	mars	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	20
2016	Q2	Jun	2016	T2	juin	Quebec	Québec	Granby	Granby	--
2025	Q4	Dec	2025	T4	déc.	British Columbia	Colombie-Britannique	Vernon	Vernon	20
2025	Q1	Jan	2025	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2025	Q2	Apr	2025	T2	avr.	Quebec	Québec	Other - Quebec	Autres - Québec	130
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Prince George	Prince George	5
2022	Q4	Dec	2022	T4	déc.	Quebec	Québec	Victoriaville	Victoriaville	5
2015	Q1	Mar	2015	T1	mars	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	10
2025	Q4	Dec	2025	T4	déc.	Manitoba	Manitoba	Brandon	Brandon	40
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	5
2021	Q3	Sep	2021	T3	sept.	Ontario	Ontario	Ingersoll	Ingersoll	--
2025	Q4	Oct	2025	T4	oct.	Alberta	Alberta	Calgary	Calgary	480
2022	Q3	Sep	2022	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	15
2016	Q4	Oct	2016	T4	oct.	Alberta	Alberta	Edmonton	Edmonton	110
2023	Q2	Apr	2023	T2	avr.	Alberta	Alberta	Wood Buffalo	Wood Buffalo	20
2022	Q4	Oct	2022	T4	oct.	Manitoba	Manitoba	Steinbach	Steinbach	5
2017	Q4	Dec	2017	T4	déc.	Ontario	Ontario	Hamilton	Hamilton	35
2015	Q4	Nov	2015	T4	nov.	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	--
2025	Q3	Aug	2025	T3	août	Ontario	Ontario	Sarnia	Sarnia	30
2023	Q2	May	2023	T2	mai	Saskatchewan	Saskatchewan	North Battleford	North Battleford	15
2019	Q3	Jul	2019	T3	juil.	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	10
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	Brooks	Brooks	--
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Oshawa	Oshawa	80
2021	Q2	Jun	2021	T2	juin	Quebec	Québec	Sherbrooke	Sherbrooke	15
2025	Q1	Feb	2025	T1	fév.	Saskatchewan	Saskatchewan	Yorkton	Yorkton	5
2025	Q2	Jun	2025	T2	juin	Ontario	Ontario	Oshawa	Oshawa	50
2025	Q2	May	2025	T2	mai	Ontario	Ontario	London	Londres	245
2025	Q2	Apr	2025	T2	avr.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	5
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	25
2025	Q4	Nov	2025	T4	nov.	Alberta	Alberta	Wood Buffalo	Wood Buffalo	50
2022	Q2	Apr	2022	T2	avr.	Yukon	Yukon	Whitehorse	Whitehorse	5
2016	Q4	Oct	2016	T4	oct.	Saskatchewan	Saskatchewan	Regina	Regina	30
2018	Q2	May	2018	T2	mai	British Columbia	Colombie-Britannique	Nelson	Nelson	10
2017	Q3	Aug	2017	T3	août	Manitoba	Manitoba	Thompson	Thompson	--
2021	Q1	Feb	2021	T1	fév.	Ontario	Ontario	Windsor	Windsor	155
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	135
2022	Q1	Jan	2022	T1	janv.	Ontario	Ontario	Kingston	Kingston	30
2016	Q4	Nov	2016	T4	nov.	Alberta	Alberta	Other - Alberta	Autres - Alberta	15
2015	Q3	Sep	2015	T3	sept.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	40
2025	Q2	May	2025	T2	mai	Quebec	Québec	Amos	Amos	--
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	15
2023	Q4	Dec	2023	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	5
2018	Q4	Dec	2018	T4	déc.	Alberta	Alberta	Other - Alberta	Autres - Alberta	15
2020	Q3	Sep	2020	T3	sept.	Ontario	Ontario	Other - Ontario	Autres - Ontario	60
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	35
2025	Q4	Nov	2025	T4	nov.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	80
2023	Q4	Dec	2023	T4	déc.	Alberta	Alberta	Brooks	Brooks	--
2025	Q4	Oct	2025	T4	oct.	Quebec	Québec	Val-d'Or	Val-d'Or	5
2023	Q2	Apr	2023	T2	avr.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	80
2022	Q3	Aug	2022	T3	août	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	10
2024	Q3	Aug	2024	T3	août	Ontario	Ontario	Barrie	Barrie	105
2025	Q4	Dec	2025	T4	déc.	British Columbia	Colombie-Britannique	Nelson	Nelson	15
2025	Q4	Oct	2025	T4	oct.	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	25
2024	Q3	Sep	2024	T3	sept.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	80
2023	Q2	May	2023	T2	mai	Quebec	Québec	Sherbrooke	Sherbrooke	50
2017	Q1	Mar	2017	T1	mars	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	30
2018	Q2	Apr	2018	T2	avr.	Ontario	Ontario	Peterborough	Peterborough	5
2016	Q2	Apr	2016	T2	avr.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	25
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Toronto	Toronto	4305
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	25
2021	Q2	May	2021	T2	mai	Manitoba	Manitoba	Brandon	Brandon	10
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	--
2023	Q4	Oct	2023	T4	oct.	Alberta	Alberta	Camrose	Camrose	--
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	Kamloops	Kamloops	15
2023	Q2	Apr	2023	T2	avr.	Quebec	Québec	Val-d'Or	Val-d'Or	--
2017	Q4	Dec	2017	T4	déc.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	5
2017	Q4	Nov	2017	T4	nov.	British Columbia	Colombie-Britannique	Trail	Trail	--
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Nelson	Nelson	15
2025	Q1	Jan	2025	T1	janv.	Nova Scotia	Nouvelle-Écosse	New Glasgow	New Glasgow	5
2025	Q3	Jul	2025	T3	juil.	British Columbia	Colombie-Britannique	Quesnel	Quesnel	--
2021	Q2	Jun	2021	T2	juin	Saskatchewan	Saskatchewan	Estevan	Estevan	--
2023	Q3	Aug	2023	T3	août	Alberta	Alberta	Wood Buffalo	Wood Buffalo	20
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Norfolk	Norfolk	--
2023	Q4	Nov	2023	T4	nov.	Ontario	Ontario	Owen Sound	Owen Sound	5
2016	Q2	May	2016	T2	mai	Alberta	Alberta	Camrose	Camrose	--
2022	Q4	Nov	2022	T4	nov.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2023	Q4	Nov	2023	T4	nov.	Quebec	Québec	Granby	Granby	--
2022	Q3	Sep	2022	T3	sept.	Quebec	Québec	Québec	Québec	10
2024	Q1	Feb	2024	T1	fév.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	--
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Cornwall	Cornwall	5
2024	Q4	Nov	2024	T4	nov.	Quebec	Québec	Drummondville	Drummondville	--
2025	Q4	Dec	2025	T4	déc.	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	--
2019	Q3	Aug	2019	T3	août	Saskatchewan	Saskatchewan	Lloydminster (Saskatchewan part)	Lloydminster (partie de la Saskatchewan)	--
2021	Q3	Aug	2021	T3	août	Quebec	Québec	Sept-Îles	Sept-Îles	--
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Greater Sudbury	Grand Sudbury	5
2024	Q1	Feb	2024	T1	fév.	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	--
2025	Q3	Aug	2025	T3	août	Quebec	Québec	Baie-Comeau	Baie-Comeau	--
2023	Q3	Sep	2023	T3	sept.	Ontario	Ontario	Norfolk	Norfolk	--
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Powell River	Powell River	--
2016	Q2	May	2016	T2	mai	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	5
2020	Q3	Sep	2020	T3	sept.	British Columbia	Colombie-Britannique	Cranbrook	Cranbrook	--
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2018	Q4	Oct	2018	T4	oct.	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	--
2020	Q1	Mar	2020	T1	mars	Yukon	Yukon	Whitehorse	Whitehorse	5
